HW1;HW2;HW3;HW57;HW53
41;14.1;95.8;4;13.2
46;17.9;100.2;4;11.8
9;9.4;71.5;3;11.1
43;19.7;100.6;4;12.9
7;7.8;66.2;4;12.6
20;10.4;78.3;4;11.8
11;9.4;72.6;3;11.3
49;17.1;100.9;4;12.5
40;12.3;88.2;4;12.5
46;14.9;96.4;4;12.8
27;12.9;88;4;12
18;13.4;85.4;4;11.9
20;9.5;79.2;4;12.1
42;13.5;96.2;4;12.3
42;14;95.3;4;11.8
26;14.1;89.5;3;13.1
12;8.6;73.1;3;12.8
45;13.4;97.2;4;14.5
30;12.7;90.3;4;12.7
52;18.5;106.3;4;13.1
24;13.4;90.2;3;12.5
35;12.3;87.9;4;12.9
51;17.2;105.5;4;13.7
53;16.6;106;4;12.7
37;14.3;94.9;2;11.2
17;7.6;71.2;2;10
42;14.7;92.7;4;12.6
16;9.3;76.5;1;8.3
42;14.9;97.3;4;12.9
56;16.2;103.7;4;12.8
32;12.4;86.5;4;13.1
35;13.7;92.9;3;11.7
49;17.1;104.3;4;13.8
39;16.3;100.8;4;12.9
55;15.5;99.9;4;13.6
24;10.2;83.6;3;12.2
7;8.7;70;2;10.5
57;20.4;108.8;4;12.9
30;15.4;97;4;14.5
19;11.3;78.1;3;12.1
38;15;96.4;4;13.8
20;10.5;81;3;11.7
9;10;73.3;2;10.8
26;12.9;89.3;4;13.8
49;15.8;102.5;3;12.4
55;17.5;105.1;4;13.9
51;16.8;102.8;4;14.3
30;11.7;87;4;12.6
30;11.1;82.5;3;12.3
42;13.4;95.1;4;14.1
9;9.7;68;3;12
52;14.8;94.7;3;11.7
18;10.8;84.4;4;14.1
16;8.7;76.7;4;14.1
58;19;108.9;4;13.2
32;13.2;88.4;4;12.9
21;10.4;79.5;4;12.7
35;14.4;94.7;4;14.1
52;17;105.1;4;13.7
39;13.3;91.9;4;14.1
42;14.9;98;4;12.9
52;26.3;111.7;4;12.3
25;11.5;83.7;4;12.1
43;13.8;97.6;4;11.8
51;16.9;103.2;3;10.6
40;15.7;95.2;4;12.3
55;16.1;102;4;12.9
39;15.3;97.4;4;12.7
7;7.9;69.8;3;12.1
53;20.1;112.4;3;12.2
38;18.2;99.5;4;12.9
20;12.4;81.1;4;13.7
54;16;102.8;3;12.5
46;13.8;98.9;4;13
35;14.9;94.5;4;13.3
25;9.7;80;4;13.1
49;14.8;93;4;12.7
33;12.9;91.4;4;12.9
36;13.7;92.5;4;13.9
48;13;93.4;3;12.4
51;17.5;104.9;4;14.7
22;12.6;85.9;4;12.8
22;12.1;84.8;4;13.1
43;15;98.6;4;13.5
38;11.5;93.2;3;12.1
36;12.9;92.5;4;13.4
21;11.8;83.1;3;12.6
23;12;83;3;12.1
33;12.6;92;4;14.2
26;12.3;85.2;4;13.5
58;15.6;105.2;4;13
36;15.4;92;4;13.1
41;12.4;91.5;4;13.2
38;15.2;98.3;4;13.8
18;10.5;76.7;2;10.9
57;16.4;101.1;3;12.3
42;13.9;98.6;3;11.7
26;11.2;82.4;2;11.2
22;12.3;84;2;11.3
58;21.4;109.2;4;13.9
14;9.2;75.5;4;13.1
35;13.2;91;4;11.6
24;9.1;79.9;4;11
47;14.8;99.5;4;11.6
19;10.6;79.6;4;11.5
55;17.1;103.2;2;9.1
6;8;64.7;3;10.2
44;15.5;98;4;11.6
53;17.2;103.3;4;13.4
7;8.7;68.5;3;12.1
10;9.9;73;4;13.5
22;11.3;81;3;12.4
46;14.9;94.3;4;12.8
59;19.1;114.3;4;13.4
30;12.5;91.7;3;12.3
40;13.2;92.3;4;12.8
53;16.3;102.8;4;13.1
37;14.5;96.2;4;14
46;18.5;102.7;4;14.7
17;11.3;83;3;12.2
25;11.4;82.3;3;12
8;9.3;67.6;4;13.5
44;13.9;92.5;4;13.6
56;17;103.4;4;14.4
38;15.7;95;2;12.1
54;17.5;100.8;4;13.9
52;15.8;102.3;4;15.4
20;10.8;77.2;4;14.8
33;11.7;89.9;3;12.5
6;8.2;68;4;15.3
55;14.5;97.2;2;12.3
35;14.9;94.2;2;12.2
44;15.6;101.6;4;14
18;9.7;78.6;4;13.6
52;18.7;103.3;3;12.7
45;17.7;100.8;4;14
51;16.9;102.6;4;14.2
38;13.2;91;4;13.8
40;12.7;90.5;4;13.2
14;9.4;76.2;3;13.2
17;10.2;77.5;4;13.7
57;16.8;103.1;4;14.1
46;14.2;95.5;4;15.6
58;24.4;109.5;4;15.8
9;8.1;67.1;3;13.2
44;15;96.2;4;14.4
43;17.8;99.5;4;14.6
13;9.9;73.2;3;12.2
32;14;93;4;13.4
46;17.7;104.4;4;14.3
52;14.1;96.8;4;13.1
43;13.2;93.8;4;11.3
27;16.2;90.2;3;10.8
22;14.1;87.9;4;12
32;12.2;88.8;4;11.3
53;19;107.3;4;11.6
14;11.3;77.5;2;9.1
50;16.4;98.1;4;14.5
38;15.5;92.8;4;17.6
52;14.7;99.4;2;11.2
12;11.5;73.5;4;12.7
13;8.9;79;4;11.3
43;13.2;93.6;4;11.1
41;17.5;101;4;12.4
8;8.3;68.9;3;10.9
36;13.7;93.5;4;12.4
11;8.1;71.8;4;11.5
56;16;105.5;3;10.9
27;11.3;84.2;4;11.3
16;9.9;75.3;4;12.6
9;9.2;72.9;3;10.7
48;14.6;96.2;4;13.3
52;17.8;103.4;4;11.3
45;15.8;99.3;4;11.9
43;14.6;93.6;4;12.3
33;13.5;87.3;4;11.4
26;11.7;82.8;3;10.6
21;11.5;80.8;4;11.5
46;15.8;96.8;4;11.6
14;9.2;73.1;4;12.2
42;14.3;95.4;4;13.1
58;16.5;101.5;4;13.5
15;10.1;74.1;3;11.9
42;14.6;99.5;3;11.8
15;11;77.1;4;12.6
51;18.1;105.3;4;12.8
34;12.8;91.6;4;13.2
54;15.1;104.4;4;13.5
54;14.5;100.6;4;14.8
26;11.1;83.2;4;14.7
47;13.5;98.2;4;14.2
20;9;76.7;4;13.8
15;8.4;73.6;4;14
35;9.5;82.2;3;12.9
34;11.6;84;3;13
55;12.3;95.8;4;13.9
20;12;82.8;2;12.7
37;14.5;91.5;3;13.6
25;10.6;80.7;4;12.5
55;16.7;101.1;4;13.1
51;15.4;98;4;12.9
51;20.1;106.6;3;11.8
23;11.1;83.5;3;11.9
16;10.1;78.1;3;11.5
39;12.1;89.7;3;11.6
13;11.5;76.5;3;12.2
43;12;95.1;4;14.8
22;10.4;81.5;2;9.6
36;14.3;93;3;13.5
35;14;90.2;4;13.6
25;10.5;81.7;4;13.8
57;15.5;102;4;15.1
47;15.1;99.5;4;13.8
20;9.5;77.5;4;14.1
50;14.7;97.4;4;13.9
34;13.1;87.2;3;13.2
9;9.4;71.2;3;12.6
40;12.3;87.2;3;12.8
16;8.9;73.3;4;14.5
50;14.2;94.4;3;13
21;9.6;77.4;3;13.1
6;7.3;63.1;3;13
13;8.7;72.2;4;13.7
30;11.9;86.1;4;13.6
17;9.1;76.6;3;12.4
48;13.9;92.9;3;13.2
25;11.5;82.9;3;13.2
8;6.5;64.5;2;12.8
57;15.7;99.6;2;12.7
57;14.7;96.9;4;16.5
12;8.6;69.4;3;13.7
34;12;90.3;3;12.9
44;12.9;97.1;4;14.6
44;13.4;98.1;4;15.8
17;11.1;78.8;4;14.3
38;17.3;98;4;14.8
32;13.3;87.7;4;15
33;11.5;85.5;4;14.9
59;15.3;100;3;13.2
55;18.7;105.6;3;13.9
56;13.4;97.2;2;12.9
30;11;85.9;4;14
36;13.2;89;3;12.7
35;13.4;92;4;13.4
42;12.9;91.6;2;12.2
48;14.8;95.5;4;14.5
53;13.7;93.2;4;15.3
16;7.8;72;4;12.9
55;16.9;103.2;4;14.5
59;14.2;97.5;4;14.1
10;7;67.1;4;13.3
42;14.7;97;4;14.5
35;13.3;92.3;4;14.9
13;8.2;72.5;3;12.7
48;14.7;101;4;13.7
22;11.1;81.2;4;14
42;15.2;96.5;4;14.6
10;7.4;67.3;4;14.2
6;7.8;66;4;14.3
20;10.1;81;3;13.6
40;13.8;92.8;3;13.5
58;19.7;105.7;4;14.3
59;15.5;107.4;2;12.8
16;9;74.5;3;11
13;10.7;75.3;3;11.2
40;16.1;98.5;3;10.9
24;11.4;83.6;2;10.4
15;9.3;72.4;4;12.4
32;16.9;89.9;4;12.7
46;14.5;100.2;3;13.1
6;8.2;67.5;3;13.5
51;19;103;4;14.7
58;15.5;102.5;3;13.2
39;11.5;87.8;4;14.8
13;8.7;71.4;4;14.6
45;15.6;94.1;4;14.6
26;11.7;86.2;3;13.1
8;6.7;64.5;4;14.2
59;16;105;4;14.6
10;8.7;69.8;4;11.9
56;16.5;101.7;3;10.9
28;12.3;88.4;3;10.8
30;12;82;4;11.3
11;9.4;75.4;3;10.2
26;11;83;4;11.1
46;14;95.6;4;13.7
24;10.6;84;3;10.9
42;14.1;95.3;4;12.3
33;14.6;90.9;4;12.6
24;11.7;84.8;3;12.4
51;16.3;101.6;4;12.7
45;14.5;97.1;4;14.6
16;10.2;75.6;2;11
52;16.8;101;4;13.8
24;11.5;82.1;4;14.2
54;17.8;101.2;4;13.4
51;14;99;4;13.2
52;19.2;106;3;11.9
55;16.5;100.7;4;13.8
23;13.2;86.6;4;13.3
56;15.7;104.6;4;14.1
34;12.8;89.8;4;13.5
9;7.7;70.2;3;11.9
22;9.8;80.6;4;12.6
22;12.8;80.3;4;14
11;9.1;69.6;4;12.7
9;8.5;69.2;4;13.5
11;9.1;72.3;3;12.3
42;22.7;105.2;4;15.6
48;17.8;103.3;4;12.7
47;19;105.1;4;12.8
23;12.7;81.6;4;15
45;14.1;96.1;3;11.7
13;9.7;75.1;4;13
50;18;103;4;14.6
37;15.2;97.1;4;13.8
15;10;76.6;2;10.3
35;15.4;98.4;3;12
26;12.7;87;4;13.1
36;12.9;90;4;13.3
8;8.6;66.6;4;12.5
36;15.2;92;4;12.6
6;7;66;2;11.2
23;10.4;81.4;4;12.9
11;9.8;70.3;3;11.8
32;12.2;87.5;4;13
17;11.5;79;3;11.6
12;9;71.7;3;11.7
49;17.5;103.5;4;14.5
8;9.9;67.5;4;14.3
9;9.1;67.5;4;14.1
52;14.2;93.1;4;13.3
55;16.3;108;4;13.3
55;16.6;105.1;4;13.8
53;16.4;104.2;4;13
45;15.4;102.9;4;14.3
41;16.3;99.5;4;12.5
41;15.9;99.5;4;13.9
8;8;68.5;3;11.7
39;12.9;92.8;4;11.9
38;14.6;96.1;4;12.9
18;9.4;75.1;4;12
58;15.3;100.8;4;12.2
14;7;70.3;3;10.4
45;14.6;99.4;4;11.9
47;18.6;101;4;11.9
22;12.7;85.5;4;11.8
50;17.2;100.8;4;11.9
53;13.6;94.7;4;13
23;13.3;86.6;4;13.2
42;11.2;91.1;4;12.4
7;7.3;65.8;2;9.7
26;12.9;87.4;4;12.5
28;12.3;90.1;4;11.2
14;8.8;72.4;4;11.2
38;11.3;88.5;4;12.1
46;13.5;96.5;3;10.3
50;15.7;102.1;4;11.9
43;15;102;4;12.4
11;10.1;70.6;2;9.3
52;16.5;97.1;3;12.1
38;13.6;92;4;13.4
10;7.1;64.4;4;13.3
37;16.6;98.2;3;11.7
44;15.1;94.5;4;12.4
47;20.7;102.7;4;12.3
14;10.3;79.5;3;11.3
10;9.9;70.3;4;12.9
25;11;83.7;4;12.9
46;15.3;101.1;4;13.6
13;8.6;72.3;4;12.7
23;11.4;82.1;3;12.4
27;11.1;84.5;4;12.8
22;12.5;87.6;2;11.1
29;12.3;85.9;4;13.2
36;11.9;89;4;11.8
10;10.1;75.2;2;9.9
55;15.7;96.5;4;12
6;6.3;64.6;4;11.7
13;8.7;72.1;4;11.9
20;9.8;80;4;12.3
56;13.6;101.5;4;12.9
10;9.4;71.7;3;11.3
55;16.2;100;4;13.5
6;8.4;65.6;4;11.6
6;7.7;65.9;4;12.7
53;14.1;100.9;4;12.7
14;9.8;72.7;4;12
24;11.4;81.7;4;13.8
31;13.2;91.4;4;13.9
34;14.6;90.8;3;11.1
16;10.8;79.5;3;11
7;7.8;67.3;4;11.6
49;18.6;103.2;4;12.2
12;10;76.2;4;12.4
9;9.2;71.4;3;11.1
20;11.5;83.3;3;10.8
25;11;82;4;11.3
11;10;73.4;2;9.9
53;18.2;103.7;4;11.9
54;17.6;107.4;4;13
38;18;98.9;4;14
55;14.3;96.7;4;13.1
35;11.9;87.4;4;12.4
52;16.7;101.2;4;11.9
51;17.3;101.6;4;13.5
11;9.1;70.7;2;10.3
32;15.4;92.3;4;14.4
34;13.2;96.6;4;13.8
17;8.8;71.9;3;11.6
7;7.8;66.3;3;11.9
53;15.7;102.6;3;12.4
49;17.1;102.2;4;15.1
48;13.7;91.1;3;12.1
12;8.7;71.1;3;11.7
45;11.9;92.1;4;14.3
23;10.2;83;4;12.9
13;9.6;74.4;2;11.5
44;13.7;95.3;4;13.9
6;9.1;67.2;3;12.3
10;9;72.6;4;13.6
16;9.8;78.4;3;12.4
20;10.6;79;4;13.9
32;12.4;90.4;4;13.7
50;13.8;97.8;4;14.1
59;18.5;109;4;13.5
50;18.6;110.7;4;13.4
37;12;85.7;3;12.1
55;16.6;102.5;4;13.9
24;12.5;87.2;4;12.9
6;7.6;62;4;12.7
6;7.9;61.8;3;12.1
26;9.3;80.8;3;12.3
22;8.7;80.4;3;12.1
44;12;90.7;3;12.3
10;8.9;73.4;4;13.1
29;9.7;78.8;4;14.3
15;9.5;74.8;3;13.7
17;10.4;78.1;2;12.5
33;13.5;87;3;13.3
45;11;88.8;4;14.2
17;9.4;75.9;4;14.3
12;9;72.1;4;14
7;7.9;67.2;4;14.8
20;12.9;84.4;4;14.3
15;7.2;70;4;14.7
15;8.5;71.6;4;14.3
46;12.9;93.3;3;13.9
15;10.3;76.3;4;14.8
12;7.7;66;3;13.4
7;8.6;68.2;3;11.8
11;10;75.3;4;13.2
31;12.1;84.6;4;12.9
12;9.7;74.6;3;12.3
10;8.3;70.9;3;12.3
45;16.8;98.1;4;13.5
45;16.3;93.3;4;14.5
51;15.2;99;4;13.2
11;9;72.3;3;12.4
50;13.5;93.3;4;13
28;11.8;86.5;4;15
33;11.5;86.8;3;12
48;15.6;98.9;4;13.9
16;9.6;73.6;3;12.3
50;14.6;98.9;4;13.3
33;12.7;90.4;4;12.9
29;12.3;80.8;4;15.5
20;9;74.6;4;13.6
8;9.1;68.6;3;12.2
35;13.1;91.3;4;13.5
43;15.9;100.3;4;14.3
54;20;110.1;4;13.7
51;13.2;92.3;4;13.2
51;15.5;101;4;13.2
10;8.9;69.9;2;11
10;9.4;69.4;3;11.6
55;20;103.6;4;15.2
30;10;80.3;3;12.3
8;9.8;69.6;3;13.2
50;15.3;95.6;4;14.3
10;10.6;72.4;3;13.1
56;16.4;102.2;4;14.6
44;16.3;96.3;4;14.1
37;14.8;92.7;3;13.1
38;16.3;92.7;4;13.8
15;10.5;73.2;3;13.1
27;13.5;88.8;4;15.1
40;14.2;92.5;3;13.1
33;13.6;89.3;4;14.8
42;14.6;95.4;4;14
48;14.8;96.8;4;15
29;14.7;93.8;4;13.3
58;21.8;110.5;3;12.3
19;11.5;78.6;4;13.4
59;22.3;108.3;4;15.1
48;16;95;4;15.1
12;8.5;69;2;11.5
25;11.2;79.2;4;13.6
54;15.5;98;3;13.1
49;15;93.9;4;14.9
40;14.3;88;3;13.2
47;15.2;97.2;4;13.5
44;14.2;93.7;4;13.6
37;15.1;94;3;12.3
22;12.3;80.7;2;12
42;14.4;93.1;4;13.4
17;9.1;76;4;12.9
41;12.8;90.5;4;14
28;14.1;90;4;13.9
23;10.2;81;4;14.3
20;8.5;75.3;4;13.8
21;10;77.8;4;13.2
32;14.7;91.2;3;12.4
57;17.5;106.3;4;12.9
53;16;102.1;4;13.3
28;10.8;81.5;4;13.7
17;10.6;76.8;3;13.3
14;10.9;77.9;4;13.8
19;11.5;80.7;3;12.8
48;12.6;92.6;4;13.9
39;14.1;87.9;4;15.1
15;8;71.5;3;12.7
24;12;82.6;4;14.2
47;15.3;98.5;4;13.5
12;9.7;72.7;3;13
42;11.2;86.4;4;13.5
21;10.1;77;2;9.3
44;14.8;92.4;4;13.9
54;15.5;99.4;4;14.6
25;12.6;82.2;4;14.5
21;10.2;78.8;4;13.1
33;11.9;89.9;3;12.2
52;15.8;93.9;4;13.9
8;7.6;67.8;3;10.9
8;7.6;67.7;4;11.2
46;28.3;108.7;4;13
21;9.7;77;4;11.3
19;11.4;81.4;4;11.9
34;14.1;88.5;3;10
49;21.7;102.7;4;12.2
31;15.1;90.2;3;10.7
20;12.9;85.8;4;11.1
49;20.2;104.5;4;11.7
51;27.9;104.5;4;11.3
17;9.5;78.3;3;10.8
33;15.6;96.8;4;11.9
51;15.9;103.3;4;11.7
44;15.3;100.4;3;10.8
35;13.9;96.5;4;11.8
45;14.6;95.3;4;11.4
21;11.8;83.2;4;11.9
24;17.4;89.3;3;10.8
6;9.1;67.7;3;10
55;20.2;107.2;4;11.2
18;10.3;80.7;4;11.3
36;14.7;89.8;4;12.3
58;18.2;107.2;4;12.1
26;12.4;86.2;2;8.9
55;16.2;101.4;3;10
38;18.1;100;4;12.3
6;8.5;67.1;4;11.3
15;10.7;76.6;3;10.7
39;15.6;100.6;4;12.7
9;9.1;68.3;3;10.1
36;13;93.4;4;12.4
39;15.6;95.7;3;10.6
9;9;71.1;2;9.9
41;15.7;97.8;4;12.1
32;16.5;94;4;12.5
57;14.3;97.8;4;12.3
9;7.2;67.5;4;13.5
10;9.4;73.3;3;10.1
20;11.4;85.2;4;11.9
39;14.7;91.1;4;12
37;15.3;96.3;4;11.2
16;10.7;78.3;4;12.7
54;20.4;112.5;4;11.7
11;10.2;74.6;2;9.4
27;12;80.6;4;11.3
35;15.8;97;4;12.2
58;20.5;111;3;10.5
53;15;104.6;3;10.9
9;8.4;69.5;2;9.5
24;12.1;86;4;12.8
33;15.9;93.5;4;11.9
23;15.3;87;4;12.1
30;15;91.3;4;13.2
45;20.7;101.8;4;12.3
49;16.6;103.7;4;11.9
32;12.2;90.6;4;11
19;10.6;79.2;4;11.6
55;15.9;105.6;4;11.6
44;15.8;96.2;4;12.2
25;9.6;86.9;4;11.5
25;14.9;94.6;4;12.5
48;15.9;101.4;4;11.9
7;7.1;67.7;2;9.3
20;12.6;85.6;4;13
12;10.1;72.3;3;10.5
8;8.2;71.7;3;10.1
8;9.7;71;2;9.1
46;18.7;106.5;4;11.1
41;13.2;91.8;3;10.6
39;14;94.9;4;11.4
26;14.4;90.6;4;11.7
23;16.8;92.1;4;11.4
52;23.9;109.4;4;12.5
45;18.3;99;3;10.8
34;13.4;89.4;4;11.6
59;16.3;102;4;11.6
46;26.7;112.8;4;12.8
44;26;109.1;4;12.8
6;8.2;66;2;7.4
55;18.9;106.8;4;12.3
16;13.1;81.3;3;10.1
54;19.8;108.8;4;12.3
9;10.6;73.4;4;11.5
9;9.4;71;3;10
20;10.8;82.2;4;12.4
46;17.6;103.8;4;11.7
22;12;82.3;4;11.3
47;16.8;100.3;4;11.8
6;7.9;66.4;3;10.3
12;8.7;73.4;4;11
32;10.5;85.7;3;10.7
48;17.1;100.2;4;11.9
9;9.5;68.3;3;10.5
10;10;71.4;2;9.3
36;14.6;93.6;4;11.6
6;8.2;67.2;3;10.3
37;16.3;97.7;4;12.2
58;16.5;106.7;4;11.9
32;13.4;90.8;4;11.6
36;16;94.5;4;11.4
12;8.2;73;4;11.5
27;12.3;85.4;4;11
44;19.2;102.7;4;11.6
34;12.3;91.3;4;11.8
52;15.9;100.1;4;11.8
42;14.8;97;3;10.6
10;11.3;76.7;4;11.6
58;16.9;103.7;4;13.5
36;15.5;95.1;4;12.2
47;15.3;99.8;3;10.7
56;15;100.5;4;12
52;16.5;101.5;4;12.3
47;18.5;103.3;4;11.3
9;9.5;69.1;2;7.4
46;15.2;101.1;4;11.7
11;8.7;70.4;2;9.8
32;14.3;90.8;3;10.8
23;10;76.7;4;11.8
28;11.1;87.2;4;11.5
29;12.7;88.5;3;10.6
37;14.7;94;4;11.3
12;10.5;76;4;12.5
11;9.4;73;4;11.2
45;13.9;99;3;10.1
48;18.4;100.7;3;10.6
16;10.1;76.5;2;9.9
49;16.6;100;4;11
33;17.7;99.8;4;11.2
28;10.3;86.2;3;10.9
54;14.6;99.9;4;11.8
14;10.7;79.1;4;11.9
43;17.1;103.3;3;10.9
43;16.9;101.4;3;10.4
14;10.7;76.8;4;12.2
6;10.4;70.7;4;11.2
53;16;100.2;4;12
39;14.3;96.9;3;10.3
48;14.7;102.8;4;11.4
20;12.1;84;3;10.4
49;17.2;104.3;4;12.5
15;12.2;80.2;4;11.6
36;13.5;94.4;4;11.1
22;9.8;79.8;4;11.4
18;12.1;81.5;4;11.6
12;9.4;75;4;11.4
11;9.9;73.9;3;10.9
51;30.9;116.4;4;12.6
57;22.4;112.5;4;12.1
17;13.9;81.9;4;11.3
21;11.3;83.5;4;11
19;10.5;80;2;8.3
43;17.7;104.5;4;11.5
20;11.5;79.6;3;10.5
48;19.4;109.8;4;11.8
54;15.6;104.1;4;11.2
35;15.9;96.1;4;12.5
9;10.4;71.5;3;10.3
32;17.8;95.6;4;14.3
36;11.8;87.3;4;11.4
7;10.8;70.4;3;10.1
54;22.5;112.9;4;11.7
12;11.8;77.6;4;11.2
29;13.8;90.5;4;12
43;16.2;99.7;4;12.9
24;10.6;81.3;4;11.5
51;18.1;103.9;4;13.6
10;9.9;71;3;10.3
36;14.7;94;4;11.2
27;14.6;91.5;3;10.7
10;9.4;70.4;4;11.9
24;13.3;87.1;4;13.3
28;15.1;93.4;4;14
26;12.8;87.2;4;11.1
45;19;104.2;4;11.2
9;9;69.2;4;12.3
50;16.2;102;4;12.4
50;17.2;102;4;13.4
9;9.7;71.7;3;10.2
38;15.4;98.7;4;12.6
38;18.5;102.2;4;13.2
12;11.3;75;4;12.2
11;9.4;72.6;2;9.7
12;8.6;69.2;4;11.5
49;20.5;104.4;4;11.8
24;8.5;80.6;4;11.4
7;10.3;73.5;4;11.4
38;16.9;100.9;4;13
12;9.8;76.5;3;10.5
34;12.9;93.2;4;11
44;16.5;102.7;4;12.4
33;13.5;93.3;4;11
10;10.2;71;4;11.6
34;14.2;91.2;4;11.2
18;13;80.4;2;9.1
46;14.8;100.3;4;12
16;8.1;73.7;4;11.2
45;13.4;92.5;4;11
58;16.9;106.4;4;12.3
45;14.4;96;3;10.8
23;12.5;86.8;4;12.4
21;10.4;81.3;4;11.5
46;14.5;92.4;4;11.8
20;12.8;86.4;4;12.4
43;15.9;96.1;4;12.5
52;18.2;107.3;4;11.6
16;10.6;82.1;4;12.9
49;17.7;106.2;4;11.5
49;15.1;104;4;13.1
50;21.5;102.6;4;11.3
9;9.4;73.3;4;13.3
43;15.1;96.8;4;12.2
46;23.4;105.6;4;11.4
27;12.7;86.8;4;11.8
46;17.3;100.6;4;11
40;14.2;93.5;4;11.7
53;16.6;104.1;4;11.6
8;13.2;73.2;3;10.1
42;26;102.5;4;12
39;16.1;93.6;4;11.7
59;27.9;112.4;4;14
55;15.3;103.9;3;10.8
37;19.6;88.8;4;12.8
32;17.5;97.2;4;12.1
44;18.4;102.5;4;12.3
44;15.5;96.5;4;12.4
8;9.5;68.8;4;11.2
47;18.7;102.1;4;11.7
54;19.4;106.2;2;8.9
49;17.3;102.7;4;11.1
21;12.8;82.7;4;11.5
8;9.5;73;3;10.4
21;10.1;78.2;4;11.3
55;17.9;110.4;4;12.9
46;17;102.2;4;11.9
20;11.9;83.3;4;12.5
43;17.5;94.5;4;12.1
28;10.2;82.9;4;11.5
15;11.7;79.9;4;12.1
44;14.8;97.7;3;10.6
21;10.9;82.3;3;10.2
52;15;97.8;3;12.7
13;10.2;74.3;4;14.8
24;9.9;82;4;14.6
58;16.4;105.1;4;14.7
42;16.3;99.3;4;14.3
8;8.4;66.6;2;11.5
19;8.9;75.1;4;14.4
56;16.6;102.9;4;15.6
33;13.1;87.3;3;13.1
34;16;96;4;14
34;13.2;93.5;4;15.5
39;14.3;95.4;4;14.4
46;13.5;96.7;4;14.4
35;14.8;91;3;13.2
33;11.9;85.4;4;13.4
6;7.9;65.8;4;14.1
22;12.4;85.7;4;13.7
48;15.6;98.9;3;12.4
32;12.9;87.6;3;12.9
40;15.1;99.4;4;13.6
18;11.3;86.1;4;13.7
48;18.5;105.5;4;13.8
53;16.3;101.7;3;12.7
50;17.7;104.1;4;15.1
47;18.6;102.2;4;14.9
21;11.2;80;3;12.8
51;25.5;107.4;4;15.7
10;9.1;73.5;4;13.6
41;14.5;95.8;2;11
29;11.6;89.5;4;15
45;15.9;99.1;4;13.9
57;18;105.2;4;14
37;13.3;90.6;2;12.5
22;10.1;82.8;4;13.9
7;8;65.7;3;13.2
30;13.4;90.8;4;13.6
43;16.9;98.2;4;13.6
22;12.1;85.9;2;11.4
59;16.9;107;3;12.8
59;21.3;108.8;4;14.7
53;14.1;96.2;4;14
30;12.5;89.1;4;14.4
33;12.2;89;4;14.4
31;11.9;86.4;4;14.1
53;15.6;98.7;4;14.3
14;8.5;72;3;12.6
32;12.2;87.6;2;12.3
25;10.5;82.9;4;14.5
22;11.6;84.2;4;14.4
39;13.7;91.9;4;13.7
46;19.9;108.8;3;13.5
33;13.9;92.5;4;14.9
24;9.3;81.7;4;15.5
18;11.2;84.4;4;14.6
46;15;97.8;3;13.4
7;8.5;68.4;3;12.8
44;13;92;4;12.4
10;8.7;69.6;2;8.9
58;16.9;102;4;13.6
54;17.8;104.8;4;11.9
20;9.8;78.1;4;12.3
41;13.2;90.4;4;12.3
55;15.4;100.8;4;12.9
22;11.3;81.5;2;12.2
17;11.9;79;2;11.6
48;15.3;103.6;4;14.3
52;15.6;104.5;2;12.4
28;13.1;84.9;3;12.9
53;18.4;108.4;4;13.6
9;7.6;69.3;4;13.5
43;16.4;100.2;4;14.3
56;15.4;103.6;4;15.2
47;14.7;98.1;4;14.3
14;9.4;77.1;2;12.9
55;20.8;109.2;4;14.5
22;11.6;84.4;4;14.7
46;12.8;95.6;3;13.3
49;18.3;103.5;4;12.8
25;18;89.4;4;12.8
13;10;75.4;3;10.5
28;12.2;88.5;3;13.3
36;14.5;94;2;11.9
16;9.9;79.3;4;14.1
50;16.8;98.4;4;14.6
33;13.9;94.5;4;14.8
34;14.3;93.8;4;14.1
53;17.3;103.2;3;13.7
28;12.5;84.6;2;12.8
46;17.1;95.9;4;14.9
28;13.4;85.3;3;13.3
27;13;85.9;2;12.3
47;17.6;100.2;4;14.4
43;14.6;96.9;2;12.4
11;7;67.5;4;14.8
33;13.8;91;3;13.8
42;14.2;94.7;3;13.7
16;9.2;75.8;2;13.1
11;7.7;68.9;2;11.8
25;11.3;86.4;3;13.7
34;16.3;96;4;15.3
46;18.4;105.4;3;13.1
19;9.6;79.8;2;12.6
56;20.1;106.9;3;12.8
47;16.9;101.8;4;13.8
33;12.1;88;4;14.3
7;6;65.1;2;10.8
47;12.8;95.9;3;13.7
54;17;101.6;3;13.7
15;10.8;78.4;3;13.2
28;11.8;87.3;3;13.4
52;16.7;105;2;12.4
14;13.3;81.5;3;13.6
50;14.9;101.1;4;14.8
6;6.8;62.3;3;11.2
27;11.8;80.5;4;13.6
15;9.7;72;4;12.4
41;14.9;92.4;4;13.5
36;16;95.7;4;12
29;17.2;95.1;4;13.9
54;15.1;101.9;4;12.2
43;15.8;100.2;4;12.9
14;12.1;79.3;3;10.8
9;8.2;71.4;4;11.5
27;12.6;87.9;4;13.8
54;17.3;99;4;15.8
43;16.1;100.4;4;14.8
55;16.5;99.7;4;14.4
53;16.3;107.2;4;15.4
32;14.6;91;3;13.1
25;12;83;4;14.8
48;15.5;100.2;4;15.7
15;8.7;76.3;2;12.2
23;10.8;81.5;2;12.1
31;13.8;90.3;4;14
41;13.4;96;4;14.4
6;8.5;65.5;2;12.1
